FIPS,County,Month,CasesCount,TestsPer100K,ActiveCase,DeathCount
48433,Stonewall,January,576,357,3,4
48433,Stonewall,February,1344,451,0,6
48433,Stonewall,March,1509,495,0,6
48433,Stonewall,April,1470,538,0,6
48433,Stonewall,May,1519,568,0,6
48433,Stonewall,June,1470,594,0,6
48433,Stonewall,July,1519,637,0,6
48433,Stonewall,August,1565,765,1,6
48433,Stonewall,September,1553,938,4,6
48433,Stonewall,October,1624,1147,4,6
48435,Sutton,January,3065,1587,38,6
48435,Sutton,February,7341,1782,23,8
48435,Sutton,March,8550,1901,10,8
48435,Sutton,April,8498,1967,3,8
48435,Sutton,May,8527,2025,0,8
48435,Sutton,June,8271,2088,3,8
48435,Sutton,July,8585,2162,3,8
48435,Sutton,August,8989,2304,42,8
48435,Sutton,September,9393,2526,24,11
48435,Sutton,October,9760,2643,7,11
48437,Swisher,January,4396,3564,43,14
48437,Swisher,February,10815,4084,26,16
48437,Swisher,March,12431,4601,15,17
48437,Swisher,April,12977,5201,12,17
48437,Swisher,May,14186,5803,7,17
48437,Swisher,June,14504,6297,2,18
48437,Swisher,July,15062,6672,7,18
48437,Swisher,August,15810,7278,20,19
48437,Swisher,September,20045,8267,115,22
48437,Swisher,October,29351,9460,294,22
48439,Tarrant,January,2151051,1289238,52255,2105
48439,Tarrant,February,5576536,1567937,31106,2679
48439,Tarrant,March,6491293,1737958,8938,2921
48439,Tarrant,April,6411481,1879372,4827,3018
48439,Tarrant,May,6732476,2008743,3954,3077
48439,Tarrant,June,6573015,2105039,2445,3118
48439,Tarrant,July,6895878,2208911,4299,3168
48439,Tarrant,August,7410391,2393331,17365,3348
48439,Tarrant,September,8138201,2691453,30385,3765
48439,Tarrant,October,9127924,2929567,18941,4121
48441,Taylor,January,76360,91964,2523,290
48441,Taylor,February,191630,111416,1367,369
48441,Taylor,March,219475,125100,359,393
48441,Taylor,April,215278,136224,163,403
48441,Taylor,May,226831,144475,192,410
48441,Taylor,June,220894,152007,102,415
48441,Taylor,July,230751,156386,183,416
48441,Taylor,August,246183,166174,1177,431
48441,Taylor,September,258048,193981,2287,487
48441,Taylor,October,291710,218545,1505,541
48443,Terrell,January,806,397,9,2
48443,Terrell,February,1803,441,2,2
48443,Terrell,March,1969,465,0,2
48443,Terrell,April,1946,480,1,2
48443,Terrell,May,2002,488,0,2
48443,Terrell,June,1920,494,0,2
48443,Terrell,July,2025,504,2,2
48443,Terrell,August,2138,531,5,3
48443,Terrell,September,2083,622,9,3
48443,Terrell,October,2197,731,5,3
48445,Terry,January,18808,3507,126,51
48445,Terry,February,46533,3920,26,57
48445,Terry,March,52146,4329,3,57
48445,Terry,April,50651,4833,1,58
48445,Terry,May,52485,5363,1,58
48445,Terry,June,51047,5875,2,58
48445,Terry,July,52841,6324,2,58
48445,Terry,August,54807,6920,35,59
48445,Terry,September,58215,7888,78,64
48445,Terry,October,63885,8883,28,66
48447,Throckmorton,January,522,280,4,5
48447,Throckmorton,February,1360,377,0,5
48447,Throckmorton,March,1541,428,0,5
48447,Throckmorton,April,1500,494,0,5
48447,Throckmorton,May,1550,553,0,5
48447,Throckmorton,June,1500,596,0,5
48447,Throckmorton,July,1550,631,0,5
48447,Throckmorton,August,1584,706,1,5
48447,Throckmorton,September,1601,923,3,5
48447,Throckmorton,October,1768,1105,2,6
48449,Titus,January,29444,20606,331,68
48449,Titus,February,72798,23852,441,80
48449,Titus,March,82981,25690,346,83
48449,Titus,April,80955,27259,70,83
48449,Titus,May,84645,28378,21,84
48449,Titus,June,84605,29421,13,84
48449,Titus,July,99001,30725,30,84
48449,Titus,August,103644,32468,179,87
48449,Titus,September,110834,36533,400,95
48449,Titus,October,120464,39338,124,102
48451,Tom Green,January,53115,89011,1234,219
48451,Tom Green,February,126991,102065,490,254
48451,Tom Green,March,142431,109802,145,265
48451,Tom Green,April,138979,116406,88,269
48451,Tom Green,May,144376,121115,64,270
48451,Tom Green,June,140250,124276,21,272
48451,Tom Green,July,146305,128230,186,275
48451,Tom Green,August,157649,143159,1258,297
48451,Tom Green,September,170389,170912,1613,348
48451,Tom Green,October,184681,191075,463,380
48453,Travis,January,785452,773167,5530,716
48453,Travis,February,2041354,948971,3157,890
48453,Travis,March,2403744,1069334,1242,962
48453,Travis,April,2422977,1186602,1010,1000
48453,Travis,May,2578405,1288499,591,1026
48453,Travis,June,2526401,1366332,261,1041
48453,Travis,July,2668894,1441032,935,1054
48453,Travis,August,2977732,1590420,2931,1142
48453,Travis,September,3310167,1801460,3037,1331
48453,Travis,October,3651296,1987766,1588,1423
48455,Trinity,January,4793,8767,74,17
48455,Trinity,February,12634,11341,68,23
48455,Trinity,March,15129,12824,65,25
48455,Trinity,April,15298,14061,16,26
48455,Trinity,May,16745,15512,18,27
48455,Trinity,June,17391,16712,10,30
48455,Trinity,July,19585,17872,21,31
48455,Trinity,August,22865,19850,111,36
48455,Trinity,September,28671,22414,153,50
48455,Trinity,October,32837,24096,67,59
48457,Tyler,January,5647,10467,62,25
48457,Tyler,February,14020,12080,26,37
48457,Tyler,March,16640,13288,17,40
48457,Tyler,April,17314,14682,20,40
48457,Tyler,May,18260,16202,3,45
48457,Tyler,June,18399,17199,2,45
48457,Tyler,July,19592,18231,20,46
48457,Tyler,August,23880,20086,155,53
48457,Tyler,September,28942,23116,229,64
48457,Tyler,October,31416,25130,24,70
48459,Upshur,January,13135,11687,488,47
48459,Upshur,February,34864,13817,503,64
48459,Upshur,March,40465,15191,441,71
48459,Upshur,April,39844,16115,90,75
48459,Upshur,May,41877,17077,24,76
48459,Upshur,June,41832,17749,17,77
48459,Upshur,July,46544,18503,54,78
48459,Upshur,August,52619,20346,355,87
48459,Upshur,September,61858,23366,522,116
48459,Upshur,October,69505,25402,179,139
48461,Upton,January,762,1834,46,7
48461,Upton,February,1930,2253,32,8
48461,Upton,March,2195,2806,8,9
48461,Upton,April,2113,3080,1,10
48461,Upton,May,2145,3227,1,10
48461,Upton,June,2070,3324,1,10
48461,Upton,July,2200,3447,5,10
48461,Upton,August,2483,3622,19,11
48461,Upton,September,2629,4046,65,12
48461,Upton,October,2982,4449,38,14
48463,Uvalde,January,34694,17828,274,50
48463,Uvalde,February,91038,22628,102,65
48463,Uvalde,March,104082,24680,7,71
48463,Uvalde,April,102703,26154,0,73
48463,Uvalde,May,106892,27345,0,74
48463,Uvalde,June,104162,28250,0,74
48463,Uvalde,July,113487,29320,104,74
48463,Uvalde,August,134903,32401,276,84
48463,Uvalde,September,161029,37821,337,97
48463,Uvalde,October,181774,41326,107,108
48465,Val Verde,January,81928,35398,1222,181
48465,Val Verde,February,210586,44660,512,206
48465,Val Verde,March,240034,50287,146,219
48465,Val Verde,April,234520,55606,60,222
48465,Val Verde,May,243879,60238,20,222
48465,Val Verde,June,238392,63116,28,222
48465,Val Verde,July,249133,65742,67,222
48465,Val Verde,August,271753,71408,362,225
48465,Val Verde,September,299903,81176,443,238
48465,Val Verde,October,325774,88632,245,250
48467,Van Zandt,January,24700,18464,1158,88
48467,Van Zandt,February,66352,22265,1212,105
48467,Van Zandt,March,78344,24949,333,112
48467,Van Zandt,April,78111,27779,151,117
48467,Van Zandt,May,83326,30265,170,120
48467,Van Zandt,June,81953,31852,95,122
48467,Van Zandt,July,87233,33825,154,127
48467,Van Zandt,August,100220,38263,687,145
48467,Van Zandt,September,120742,44380,1306,181
48467,Van Zandt,October,142310,49654,1007,208
48469,Victoria,January,84797,38287,530,146
48469,Victoria,February,214982,45952,531,177
48469,Victoria,March,248233,51521,98,193
48469,Victoria,April,250083,56488,139,205
48469,Victoria,May,274825,61226,177,216
48469,Victoria,June,275665,64732,73,227
48469,Victoria,July,292496,69023,116,232
48469,Victoria,August,330146,76614,592,255
48469,Victoria,September,371508,88963,583,310
48469,Victoria,October,402575,97346,110,341
48471,Walker,January,82463,77588,761,101
48471,Walker,February,208457,91712,396,116
48471,Walker,March,237349,103471,65,124
48471,Walker,April,234754,115775,63,127
48471,Walker,May,244466,128122,15,131
48471,Walker,June,237099,136668,0,132
48471,Walker,July,244023,143526,28,134
48471,Walker,August,261475,157414,346,141
48471,Walker,September,292269,177618,464,164
48471,Walker,October,316970,193387,111,179
48473,Waller,January,30550,22646,299,30
48473,Waller,February,81107,28818,160,41
48473,Waller,March,98094,33366,98,46
48473,Waller,April,100704,37836,69,46
48473,Waller,May,108433,42441,47,48
48473,Waller,June,104713,44914,16,51
48473,Waller,July,110363,46992,44,53
48473,Waller,August,124152,50943,218,56
48473,Waller,September,143066,57961,312,68
48473,Waller,October,161240,63676,92,78
48475,Ward,January,7245,3923,95,17
48475,Ward,February,17807,4466,74,21
48475,Ward,March,20912,4764,29,22
48475,Ward,April,20901,5028,15,24
48475,Ward,May,22094,5259,12,24
48475,Ward,June,21707,5389,8,24
48475,Ward,July,22649,5520,6,24
48475,Ward,August,25238,5795,81,25
48475,Ward,September,32327,6474,195,26
48475,Ward,October,38475,7087,100,29
48477,Washington,January,15667,29218,129,71
48477,Washington,February,82322,35787,681,82
48477,Washington,March,95949,40470,134,87
48477,Washington,April,96679,44802,98,91
48477,Washington,May,103424,49236,78,94
48477,Washington,June,103190,52423,72,94
48477,Washington,July,110406,54935,83,97
48477,Washington,August,119121,59686,213,103
48477,Washington,September,129480,67177,334,116
48477,Washington,October,143969,73399,180,127
48479,Webb,January,457391,265847,8987,598
48479,Webb,February,1171384,345400,3703,740
48479,Webb,March,1330758,380827,452,778
48479,Webb,April,1300862,414028,256,789
48479,Webb,May,1358248,444104,249,796
48479,Webb,June,1328915,462057,158,801
48479,Webb,July,1390695,476968,170,810
48479,Webb,August,1477451,510143,643,832
48479,Webb,September,1537034,558761,472,872
48479,Webb,October,1633574,596397,246,896
48481,Wharton,January,34829,25143,311,91
48481,Wharton,February,90621,29667,146,105
48481,Wharton,March,106653,32576,37,114
48481,Wharton,April,106761,35636,33,116
48481,Wharton,May,114120,39355,26,118
48481,Wharton,June,112544,41278,10,118
48481,Wharton,July,118262,42847,19,121
48481,Wharton,August,129721,46159,170,129
48481,Wharton,September,146623,51688,208,158
48481,Wharton,October,164523,55592,2,180
48483,Wheeler,January,4817,3021,43,9
48483,Wheeler,February,11826,3450,22,9
48483,Wheeler,March,13627,3763,5,10
48483,Wheeler,April,13985,3995,5,10
48483,Wheeler,May,15059,4180,4,11
48483,Wheeler,June,15074,4337,1,11
48483,Wheeler,July,15738,4509,2,11
48483,Wheeler,August,16469,4798,18,12
48483,Wheeler,September,17468,5668,33,12
48483,Wheeler,October,19147,6480,15,13
48485,Wichita,January,164017,100720,2314,297
48485,Wichita,February,400548,115902,594,351
48485,Wichita,March,456054,125526,113,369
48485,Wichita,April,446657,131591,42,375
48485,Wichita,May,466738,137044,52,378
48485,Wichita,June,455287,141126,28,381
48485,Wichita,July,477249,144759,130,386
48485,Wichita,August,514327,154714,543,403
48485,Wichita,September,584688,175213,1798,447
48485,Wichita,October,667634,196976,933,500
48487,Wilbarger,January,17866,11886,8,46
48487,Wilbarger,February,43331,13982,7,53
48487,Wilbarger,March,49469,15670,1,55
48487,Wilbarger,April,48312,17092,1,55
48487,Wilbarger,May,50340,18188,2,55
48487,Wilbarger,June,49112,18895,1,55
48487,Wilbarger,July,50722,19424,1,56
48487,Wilbarger,August,51703,20487,11,56
48487,Wilbarger,September,52912,24038,28,57
48487,Wilbarger,October,59557,30724,49,61
48489,Willacy,January,23131,16910,257,71
48489,Willacy,February,60571,20612,180,80
48489,Willacy,March,72096,23785,76,86
48489,Willacy,April,73498,26736,55,89
48489,Willacy,May,86449,30213,106,89
48489,Willacy,June,86526,33185,57,92
48489,Willacy,July,94859,36336,137,94
48489,Willacy,August,107323,40395,305,97
48489,Willacy,September,116906,44995,245,105
48489,Willacy,October,128429,48653,159,110
48491,Williamson,January,355085,320043,1893,307
48491,Williamson,February,950298,400743,1062,402
48491,Williamson,March,1125756,452421,0,443
48491,Williamson,April,1137751,505067,995,462
48491,Williamson,May,1220329,553229,1030,475
48491,Williamson,June,1197184,589005,356,483
48491,Williamson,July,1264680,622287,1074,492
48491,Williamson,August,1476166,689793,5325,539
48491,Williamson,September,1735832,788605,6568,628
48491,Williamson,October,1977096,870573,3342,684
48493,Wilson,January,30014,25235,203,46
48493,Wilson,February,83087,32874,114,58
48493,Wilson,March,97789,36928,34,66
48493,Wilson,April,96919,41752,22,68
48493,Wilson,May,103848,44588,29,68
48493,Wilson,June,105168,46604,35,69
48493,Wilson,July,111411,48511,69,73
48493,Wilson,August,127263,52028,266,83
48493,Wilson,September,148085,59095,317,114
48493,Wilson,October,164622,65918,119,134
48495,Winkler,January,5933,952,66,17
48495,Winkler,February,14486,1100,28,20
48495,Winkler,March,16913,1187,19,21
48495,Winkler,April,17000,1296,16,21
48495,Winkler,May,17794,1369,4,21
48495,Winkler,June,17345,1420,6,21
48495,Winkler,July,18116,1467,6,21
48495,Winkler,August,19463,1566,36,23
48495,Winkler,September,21931,1788,77,27
48495,Winkler,October,27563,2045,107,29
48497,Wise,January,60456,38893,292,94
48497,Wise,February,157667,46111,152,112
48497,Wise,March,183018,51089,39,119
48497,Wise,April,180111,54746,17,121
48497,Wise,May,188650,57984,23,122
48497,Wise,June,185203,60272,25,126
48497,Wise,July,197332,62735,82,129
48497,Wise,August,216973,67338,205,141
48497,Wise,September,252462,76169,255,172
48497,Wise,October,284293,82708,134,194
48499,Wood,January,19216,16290,905,98
48499,Wood,February,50446,18803,954,117
48499,Wood,March,59133,20545,239,125
48499,Wood,April,58591,22316,101,128
48499,Wood,May,61657,23931,74,129
48499,Wood,June,60415,25152,48,130
48499,Wood,July,64251,26633,90,131
48499,Wood,August,73946,30146,503,146
48499,Wood,September,91711,36786,1291,189
48499,Wood,October,107716,40981,843,218
48501,Yoakum,January,10026,2340,21,24
48501,Yoakum,February,23983,2574,6,26
48501,Yoakum,March,26766,2744,3,27
48501,Yoakum,April,26071,2855,1,27
48501,Yoakum,May,27056,2957,1,27
48501,Yoakum,June,26301,3024,1,28
48501,Yoakum,July,27214,3122,1,28
48501,Yoakum,August,29310,3582,35,29
48501,Yoakum,September,32608,4125,45,30
48501,Yoakum,October,36497,4460,23,32
48503,Young,January,19902,6644,47,35
48503,Young,February,51067,7858,35,41
48503,Young,March,58793,8678,3,44
48503,Young,April,57460,9401,3,45
48503,Young,May,60022,10153,2,45
48503,Young,June,58487,10536,1,45
48503,Young,July,60950,11026,9,45
48503,Young,August,64210,11923,31,46
48503,Young,September,67965,13387,16,56
48503,Young,October,76190,14826,18,65
48505,Zapata,January,15635,13710,278,24
48505,Zapata,February,41245,17704,164,32
48505,Zapata,March,47867,19648,32,36
48505,Zapata,April,46792,21383,2,36
48505,Zapata,May,48838,22977,6,36
48505,Zapata,June,47640,24022,9,36
48505,Zapata,July,49640,24781,15,36
48505,Zapata,August,50409,26756,55,40
48505,Zapata,September,49685,30612,101,43
48505,Zapata,October,51804,32916,26,45
48507,Zavala,January,15807,6928,152,31
48507,Zavala,February,43256,9042,72,37
48507,Zavala,March,50457,9927,10,41
48507,Zavala,April,49282,10521,3,42
48507,Zavala,May,51461,10956,3,42
48507,Zavala,June,50633,11287,5,42
48507,Zavala,July,53120,11589,16,42
48507,Zavala,August,56859,12367,76,47
48507,Zavala,September,61118,13942,87,52
48507,Zavala,October,66159,14808,26,54
